transcription,file_name
THE BABY PUTS HIS RIGHT FOOT IN HIS MOUTH,data/american/speaker_04/american_s04_718.wav
THE BOMBS LEFT MOST OF THE TOWN IN RUINS,data/american/speaker_04/american_s04_719.wav
STOP AND STARE AT THE HARD WORKING MAN,data/american/speaker_04/american_s04_720.wav
THE STREETS ARE NARROW AND FULL OF SHARP TURNS,data/american/speaker_04/american_s04_721.wav
THE PUP JERKED THE LEASH AS HE SAW A FELINE SHAPE,data/american/speaker_04/american_s04_722.wav
OPEN YOUR BOOK TO THE FIRST PAGE,data/american/speaker_04/american_s04_723.wav
FISH EVADE THE NET AND SWIM OFF,data/american/speaker_04/american_s04_724.wav
DIP THE PAIL ONCE AND LET IT SETTLE,data/american/speaker_04/american_s04_725.wav
WILL YOU PLEASE ANSWER THAT PHONE,data/american/speaker_04/american_s04_726.wav
THE BIG RED APPLE FELL TO THE GROUND,data/american/speaker_04/american_s04_727.wav
THE CURTAIN ROSE AND THE SHOW WAS ON,data/american/speaker_04/american_s04_728.wav
THE YOUNG PRINCE BECAME HEIR TO THE THRONE,data/american/speaker_04/american_s04_729.wav
HE SENT THE BOY ON A SHORT ERRAND,data/american/speaker_04/american_s04_730.wav
LEAVE NOW AND YOU WILL ARRIVE ON TIME,data/american/speaker_04/american_s04_731.wav
THE CORNER STORE WAS ROBBED LAST NIGHT,data/american/speaker_04/american_s04_732.wav
A GOLD RING WILL PLEASE MOST ANY GIRL,data/american/speaker_04/american_s04_733.wav
THE LONG JOURNEY HOME TOOK A YEAR,data/american/speaker_04/american_s04_734.wav
SHE SAW A CAT IN THE NEIGHBOR'S HOUSE,data/american/speaker_04/american_s04_735.wav
A PINK SHELL WAS FOUND ON THE SANDY BEACH,data/american/speaker_04/american_s04_736.wav
SMALL CHILDREN CAME TO SEE HIM,data/american/speaker_04/american_s04_737.wav
THE GRASS AND BUSHES WERE WET WITH DEW,data/american/speaker_04/american_s04_738.wav
THE BLIND MAN COUNTED HIS OLD COINS,data/american/speaker_04/american_s04_739.wav
A SEVERE STORM TORED DOWN THE BARN,data/american/speaker_04/american_s04_740.wav
SHE CALLED HIS NAME MANY TIMES,data/american/speaker_04/american_s04_741.wav
WHEN YOU HEAR THE BELL COME QUICKLY,data/american/speaker_04/american_s04_742.wav
THE BIRCH CANOE SLID ON THE SMOOTH PLANKS,data/american/speaker_03/american_s03_001.wav
GLUE THE SHEET TO THE DARK BLUE BACKGROUND,data/american/speaker_03/american_s03_002.wav
IT'S EASY TO TELL THE DEPTH OF A WELL,data/american/speaker_03/american_s03_003.wav
THESE DAYS A CHICKEN LEG IS A RARE DISH,data/american/speaker_03/american_s03_004.wav
RICE IS OFTEN SERVED IN ROUND BOWLS,data/american/speaker_03/american_s03_005.wav
THE JUICE OF LEMONS MAKES FINE PUNCH,data/american/speaker_03/american_s03_006.wav
THE BOX WAS THROWN BESIDE THE PARKED TRUCK,data/american/speaker_03/american_s03_007.wav
THE HOGS WERE FED CHOPPED CORN AND GARBAGE,data/american/speaker_03/american_s03_008.wav
FOUR HOURS OF STEADY WORK FACED US,data/american/speaker_03/american_s03_009.wav
A LARGE SIZE AND STOCKINGS IS HARD TO SELL,data/american/speaker_03/american_s03_010.wav
THE BOY WAS THERE WHEN THE SUN ROSE,data/american/speaker_03/american_s03_011.wav
A ROD IS USED TO CATCH PINK SALMON,data/american/speaker_03/american_s03_012.wav
THE SOURCE OF THE HUGE RIVER IS THE CLEAR SPRING,data/american/speaker_03/american_s03_013.wav
KICK THE BALL STRAIGHT AND FOLLOW THROUGH,data/american/speaker_03/american_s03_014.wav
HELP THE WOMAN GET BACK TO HER FEET,data/american/speaker_03/american_s03_015.wav
A POT OF TEA HELPS TO PASS THE EVENING,data/american/speaker_03/american_s03_016.wav
SMOKY FIRES LACK FLAME AND HEAT,data/american/speaker_03/american_s03_017.wav
THE SOFT CUSHION BROKE THE MAN'S FALL,data/american/speaker_03/american_s03_018.wav
THE SALT BREEZE CAME ACROSS FROM THE SEA,data/american/speaker_03/american_s03_019.wav
THE GIRL AT THE BOOTH SOLD FIFTY BONDS,data/american/speaker_03/american_s03_020.wav
THE SMALL PUP GNAWED A HOLE IN THE SACK,data/american/speaker_03/american_s03_021.wav
THE FISH TWISTED AND TURNED ON THE BENT HOOK,data/american/speaker_03/american_s03_022.wav
PRESS THE PANTS AND SEW BUTTON ON THE VEST,data/american/speaker_03/american_s03_023.wav
THE SWAN DIVE WAS FAR SHORT OF PERFECT,data/american/speaker_03/american_s03_024.wav
THE BEAUTY OF THE VIEW STUNED THE YOUNG BOY,data/american/speaker_03/american_s03_025.wav
TWO BLUE FISH SWAM IN THE TANK,data/american/speaker_03/american_s03_026.wav
HER PURSE WAS FULL OF USELESS TRASH,data/american/speaker_03/american_s03_027.wav
THE COLT REARED AND THREW THE TALL RIDER,data/american/speaker_03/american_s03_028.wav
IT SNOWED,data/american/speaker_03/american_s03_029.wav
RAINED,data/american/speaker_03/american_s03_030.wav
AND HAILED THE SAME MORNING,data/american/speaker_03/american_s03_031.wav
READ VERSE OUT LOUD FOR PLEASURE,data/american/speaker_03/american_s03_032.wav
HOIST THE LOAD TO YOUR LEFT SHOULDER,data/american/speaker_03/american_s03_033.wav
TAKE THE WINDING PATH TO REACH THE LAKE,data/american/speaker_03/american_s03_034.wav
NOTE CLOSELY THE SIZE OF THE GAS TANK,data/american/speaker_03/american_s03_035.wav
WIPE THE GREASE OFF HIS DIRTY FACE,data/american/speaker_03/american_s03_036.wav
MEND THE COAT BEFORE YOU GO OUT,data/american/speaker_03/american_s03_037.wav
THE WRIST WAS BADLY STRAINED AND HUNG LIMP,data/american/speaker_03/american_s03_038.wav
THE STRAY CAT GAVE BIRTH TO KITTENS,data/american/speaker_03/american_s03_039.wav
THE YOUNG GIRL GAVE NO CLEAR RESPONSE,data/american/speaker_03/american_s03_040.wav
THE MEAL WAS COOKED BEFORE THE BELL RANG,data/american/speaker_03/american_s03_041.wav
WHAT JOY THERE IS IN LIVING,data/american/speaker_03/american_s03_042.wav
A KING RULED THE STATE IN THE EARLY DAYS,data/american/speaker_03/american_s03_043.wav
THE SHIP WAS TORN APART ON THE SHARP REEF,data/american/speaker_03/american_s03_044.wav
SICKNESS KEPT HIM HOME THE THIRD WEEK,data/american/speaker_03/american_s03_045.wav
THE WIDE ROAD SHIMMERED IN THE HOT SUN,data/american/speaker_03/american_s03_046.wav
THE LAZY COW LAY IN THE COOL GRASS,data/american/speaker_03/american_s03_047.wav
LIFT THE SQUARE STONE OVER THE FENCE,data/american/speaker_03/american_s03_048.wav
THE ROPE WILL BIND THE SEVEN BOOKS AT ONCE,data/american/speaker_03/american_s03_049.wav
HOP OVER THE FENCE AND PLUNGE IN,data/american/speaker_03/american_s03_050.wav
THE FRIENDLY GANG LEFT THE DRUG STORE,data/american/speaker_03/american_s03_051.wav
MESH WIRE KEEPS CHICKS INSIDE,data/american/speaker_03/american_s03_052.wav
THE FROSTY AIR PASSED THROUGH THE COAT,data/american/speaker_03/american_s03_053.wav
THE CROOKED MAZE FAILED TO FOOL THE MOUSE,data/american/speaker_03/american_s03_054.wav
ADDING FAST LEADS TO WRONG SUMS,data/american/speaker_03/american_s03_055.wav
THE SHOW WAS A FLOP FROM THE VERY START,data/american/speaker_03/american_s03_056.wav
A SAW AS A TOOL USED FOR MAKING BOARDS,data/american/speaker_03/american_s03_057.wav
THE WAGON MOVED ON WELL OILED WHEELS,data/american/speaker_03/american_s03_058.wav
MARCH THE SOLDIERS PAST THE NEXT HILL,data/american/speaker_03/american_s03_059.wav
A CUP OF SUGAR MAKES SWEET FUDGE,data/american/speaker_03/american_s03_060.wav
PLACE A ROSEBUSH NEAR THE PORCH STEPS,data/american/speaker_03/american_s03_061.wav
BOTH LOST THEIR LIVES IN THE RAGING STORM,data/american/speaker_03/american_s03_062.wav
WE TALKED OF THE SIDE SHOW IN THE CIRCUS,data/american/speaker_03/american_s03_063.wav
USE A PENCIL TO WRITE THE FIRST DRAFT,data/american/speaker_03/american_s03_064.wav
HE RAN HALFWAY TO THE HARDWARE STORE,data/american/speaker_03/american_s03_065.wav
THE CLOCK STRUCK TO MARK THE THIRD PERIOD,data/american/speaker_03/american_s03_066.wav
A SMALL CREEK CUT ACROSS THE FIELD,data/american/speaker_03/american_s03_067.wav
CARS AND BUSSES STALLED IN SNOW DRIFTS,data/american/speaker_03/american_s03_068.wav
THE SET OF CHINA HIT THE FLOOR WITH A CRASH,data/american/speaker_03/american_s03_069.wav
THIS IS A GRAND SEASON FOR HYKES ON THE ROAD,data/american/speaker_03/american_s03_070.wav
THE DUNE ROSE FROM THE EDGE OF THE WATER,data/american/speaker_03/american_s03_071.wav
THOSE WORDS WERE THE CUE FOR THE ACTOR TO LEAVE,data/american/speaker_03/american_s03_072.wav
A YACHT SLID AROUND THE POINT INTO THE BAY,data/american/speaker_03/american_s03_073.wav
THE TWO MET WHILE PLAYING ON THE SAND,data/american/speaker_03/american_s03_074.wav
THE INK STAIN DRIED ON THE FINISHED PAGE,data/american/speaker_03/american_s03_075.wav
THE WALLED TOWN WAS SEIZED WITHOUT A FIGHT,data/american/speaker_03/american_s03_076.wav
THE LEASE RAN OUT IN SIXTEEN WEEKS,data/american/speaker_03/american_s03_077.wav
A TAME SQUIRREL MAKES A NICE PET,data/american/speaker_03/american_s03_078.wav
THE HORN OF THE CAR WOKE THE SLEEPING COP,data/american/speaker_03/american_s03_079.wav
THE HEART BEATS STRONGLY AND WITH FIRM STROKES,data/american/speaker_03/american_s03_080.wav
THE PEARL WAS WORN IN A THIN SILVER RING,data/american/speaker_03/american_s03_081.wav
THE FRUIT PEEL WAS CUT IN THICK SLICES,data/american/speaker_03/american_s03_082.wav
THE NAVY ATTACKED THE BIG TASK FORCE,data/american/speaker_03/american_s03_083.wav
SEE THE CAT GLARING AT THE SCARED MOUSE,data/american/speaker_03/american_s03_084.wav
THERE ARE MORE THAN TWO FACTORS HERE,data/american/speaker_03/american_s03_085.wav
THE HAT BRIM WAS WIDE AND TOO DROOPY,data/american/speaker_03/american_s03_086.wav
THE LAWYER TRIED TO LOSE HIS CASE,data/american/speaker_03/american_s03_087.wav
THE GRASS CURLED AROUND THE FENCE POST,data/american/speaker_03/american_s03_088.wav
CUT THE PIE INTO LARGE PARTS,data/american/speaker_03/american_s03_089.wav
MEN STRIVE BUT SELDOM GET RICH,data/american/speaker_03/american_s03_090.wav
ALWAYS CLOSE THE BARN DOOR TIGHT,data/american/speaker_03/american_s03_091.wav
HE LAY PRONE AND HARDLY MOVED A LIMB,data/american/speaker_03/american_s03_092.wav
THE SLUSH LAY DEEP ALONG THE STREET,data/american/speaker_03/american_s03_093.wav
A WISP OF CLOUD HUNG IN THE BLUE AIR,data/american/speaker_03/american_s03_094.wav
A POUND OF SUGAR COSTS MORE THAN EGGS,data/american/speaker_03/american_s03_095.wav
THE FIN WAS SHARP AND CUT THE CLEAR WATER,data/american/speaker_03/american_s03_096.wav
THE PLAY SEEMS DULL AND QUITE STUPID,data/american/speaker_03/american_s03_097.wav
BAIL THE BOAT TO STOP IT FROM SINKING,data/american/speaker_03/american_s03_098.wav
THE TERM ENDED IN LATE JUNE THAT YEAR,data/american/speaker_03/american_s03_099.wav
A TUSK USED TO MAKE COSTLY GIFTS,data/american/speaker_03/american_s03_100.wav
TEN PINS WERE SET IN ORDER,data/american/speaker_03/american_s03_101.wav
THE BILL WAS PAID EVERY THIRD WEEK,data/american/speaker_03/american_s03_102.wav
OAK IS STRONG AND ALSO GIVES SHADE,data/american/speaker_03/american_s03_103.wav
CATS AND DOGS EACH HATE THE OTHER,data/american/speaker_03/american_s03_104.wav
THE PIPE BEGAN TO RUST WHILE NEW,data/american/speaker_03/american_s03_105.wav
OPEN THE CRATE BUT DON'T BREAK THE GLASS,data/american/speaker_03/american_s03_106.wav
ADD THE SUM TO THE PRODUCT OF THESE THREE,data/american/speaker_03/american_s03_107.wav
THIEVES WHO ROB FRIENDS DESERVE JAIL,data/american/speaker_03/american_s03_108.wav
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,data/american/speaker_03/american_s03_109.wav
ACT ON THESE ORDERS WITH GREAT SPEED,data/american/speaker_03/american_s03_110.wav
THE HOG CRAWLED UNDER THE HIGH FENCE,data/american/speaker_03/american_s03_111.wav
MOVE THE VAT OVER THE HOT FIRE,data/american/speaker_03/american_s03_112.wav
THE BARK OF THE PINE TREE WAS SHINY AND DARK,data/american/speaker_03/american_s03_113.wav
LEAVES TURN BROWN AND YELLOW IN THE FALL,data/american/speaker_03/american_s03_114.wav
THE PENNANT WAVED WHEN THE WIND BLEW,data/american/speaker_03/american_s03_115.wav
SPLIT THE LOG WITH A QUICK,data/american/speaker_03/american_s03_116.wav
SHARP BLOW,data/american/speaker_03/american_s03_117.wav
BURN PEAT AFTER THE LOGS GIVE OUT,data/american/speaker_03/american_s03_118.wav
HE ORDERED PEACH PIE WITH ICE CREAM,data/american/speaker_03/american_s03_119.wav
WEAVE THE CARPET ON THE RIGHT HAND SIDE,data/american/speaker_03/american_s03_120.wav
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,data/american/speaker_03/american_s03_121.wav
A LAME BACK KEPT HIS SCORE LOW,data/american/speaker_03/american_s03_122.wav
WE FIND JOY IN THE SIMPLEST THINGS,data/american/speaker_03/american_s03_123.wav
TYPE OUT THREE LISTS OF ORDERS,data/american/speaker_03/american_s03_124.wav
THE HARDER HE TRIED THE LESS HE GOT DONE,data/american/speaker_03/american_s03_125.wav
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,data/american/speaker_03/american_s03_126.wav
THE CUP CRACKED AND SPILLED ITS CONTENTS,data/american/speaker_03/american_s03_127.wav
PASTE CAN CLEANSE THE MOST DIRTY BRASS,data/american/speaker_03/american_s03_128.wav
THE SLANG WORD FOR RAW WHISKY IS BOOZE,data/american/speaker_03/american_s03_129.wav
IT CAUGHT ITS HIND PAW IN A RUSTY TRAP,data/american/speaker_03/american_s03_130.wav
THE WHARF COULD BE SEEN AT THE FARTHER SHORE,data/american/speaker_03/american_s03_131.wav
FEEL THE HEAT OF THE WEAK DYING FLAME,data/american/speaker_03/american_s03_132.wav
THE TINY GIRL TOOK OFF HER HAT,data/american/speaker_03/american_s03_133.wav
A CRAMP IS NO SMALL DANGER ON A SWIN,data/american/speaker_03/american_s03_134.wav
HE SAID THE SAME PHRASE THIRTY TIMES,data/american/speaker_03/american_s03_135.wav
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,data/american/speaker_03/american_s03_136.wav
TWO PLUS SEVEN IS LESS THAN TEN,data/american/speaker_03/american_s03_137.wav
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,data/american/speaker_03/american_s03_138.wav
BRING YOUR PROBLEMS TO THE WISE CHIEF,data/american/speaker_03/american_s03_139.wav
WRITE A FOND NOTE OF THE FRIEND YOU CHERISH,data/american/speaker_03/american_s03_140.wav
CLOTHES AND LODGING ARE FREE TO NEW MEN,data/american/speaker_03/american_s03_141.wav
WE FROWN WHEN EVENTS TAKE A BAD TURN,data/american/speaker_03/american_s03_142.wav
PORT IS A STRONG WINE WITH A SMOKY TASTE,data/american/speaker_03/american_s03_143.wav
THE YOUNG KID JUMPED THE RUSTY GATE,data/american/speaker_03/american_s03_144.wav
GUESS THE RESULT FROM THE FIRST SCORES,data/american/speaker_03/american_s03_145.wav
A SALT PICKLE TASTES FINE WITH HAM,data/american/speaker_03/american_s03_146.wav
THE JUST CLAIM GOT THE RIGHT VERDICT,data/american/speaker_03/american_s03_147.wav
THOSE THISTLES BEND IN A HIGH WIND,data/american/speaker_03/american_s03_148.wav
PURE BRED POODLES HAVE CURLS,data/american/speaker_03/american_s03_149.wav
THE TREE TOP WAVED IN A GRACEFUL WAY,data/american/speaker_03/american_s03_150.wav
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,data/american/speaker_03/american_s03_151.wav
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,data/american/speaker_03/american_s03_152.wav
THE CIGAR BURNED A HOLE IN THE DESK TOP,data/american/speaker_03/american_s03_153.wav
THE EMPTY FLASK STOOD ON THE TIN TRAY,data/american/speaker_03/american_s03_154.wav
A SPEEDY MAN CAN BEAT THIS TRACK MARK,data/american/speaker_03/american_s03_155.wav
HE BROKE A NEW SHOELACE THAT DAY,data/american/speaker_03/american_s03_156.wav
THE COFFEE STAND IS TOO HIGH FOR THE COUCH,data/american/speaker_03/american_s03_157.wav
THE URGE TO WRITE SHORT STORIES IS RARE,data/american/speaker_03/american_s03_158.wav
THE PENCILS HAVE ALL BEEN USED,data/american/speaker_03/american_s03_159.wav
THE PIRATES SEIZED THE CREW OF THE LOST SHIP,data/american/speaker_03/american_s03_160.wav
WE TRIED TO REPLACE THE COIN BUT FAILED,data/american/speaker_03/american_s03_161.wav
SHE SEWED THE TORN COAT QUITE NEATLY,data/american/speaker_03/american_s03_162.wav
THE SOFA CUSHION IS RED AND OF LIGHT WEIGHT,data/american/speaker_03/american_s03_163.wav
THE JACKET HUNG ON THE BACK OF THE WIDE CHAIR,data/american/speaker_03/american_s03_164.wav
AT THAT HIGH LEVEL THE AIR IS PURE,data/american/speaker_03/american_s03_165.wav
DROP THE TWO WHEN YOU ADD THE FIGURES,data/american/speaker_03/american_s03_166.wav
A FILING CASE IS NOW HARD TO BUY,data/american/speaker_03/american_s03_167.wav
AN ABRUPT START DOES NOT WIN THE PRIZE,data/american/speaker_03/american_s03_168.wav
WHIT IS BEST FOR MAKING TOYS AND BLOCKS,data/american/speaker_03/american_s03_169.wav
THE OFFICE PAINT WAS DULL,data/american/speaker_03/american_s03_170.wav
SAID DAN,data/american/speaker_03/american_s03_171.wav
HE KNEW THE SKILL OF A GREAT YOUNG ACTRESS,data/american/speaker_03/american_s03_172.wav
A RAG WILL SOAK UP SPILLED WATER,data/american/speaker_03/american_s03_173.wav
A SHOWER OF DIRT FELL FROM THE HOT PIPES,data/american/speaker_03/american_s03_174.wav
STEAM HIST FROM THE BROKEN VALVE,data/american/speaker_03/american_s03_175.wav
THE CHILD ALMOST HURT THE SMALL DOG,data/american/speaker_03/american_s03_176.wav
THERE WAS A SOUND OF DRY LEAVES OUTSIDE,data/american/speaker_03/american_s03_177.wav
THE SKY THAT MORNING WAS CLEAR AND BRIGHT BLUE,data/american/speaker_03/american_s03_178.wav
TORN SCRAPS LITTERED THE STONE FLOOR,data/american/speaker_03/american_s03_179.wav
SUNDAY IS THE BEST PART OF THE WEEK,data/american/speaker_03/american_s03_180.wav
THE DOCTOR CURED HIM WITH THESE PILLS,data/american/speaker_03/american_s03_181.wav
THE NEW GIRL WAS FIRED TODAY AT NOON,data/american/speaker_03/american_s03_182.wav
THEY FELT GAY WHEN THE SHIP ARRIVED IN PORT,data/american/speaker_03/american_s03_183.wav
ADD THE STORE'S ACCOUNT TO THE LAST CENT,data/american/speaker_03/american_s03_184.wav
ACID BURNS HOLES IN WOOL CLOTH,data/american/speaker_03/american_s03_185.wav
FAIRY TALES SHOULD BE FUN TO WRITE,data/american/speaker_03/american_s03_186.wav
EIGHT MILES OF WOODLAND BURN TO WASTE,data/american/speaker_03/american_s03_187.wav
THE THIRD ACT WAS DULL AND TIRED THE PLAYERS,data/american/speaker_03/american_s03_188.wav
A YOUNG CHILD SHOULD NOT SUFFER FRIGHT,data/american/speaker_03/american_s03_189.wav
ADD THE COLUMN AND PUT THE SUM HERE,data/american/speaker_03/american_s03_190.wav
WE ADMIRE AND LOVE A GOOD COOK,data/american/speaker_03/american_s03_191.wav
THERE THE FLOOD MARK IS TEN INCHES,data/american/speaker_03/american_s03_192.wav
HE CARVED A HEAD FROM THE ROUND BLOCK OF MARBLE,data/american/speaker_03/american_s03_193.wav
SHE HAS A SMART WAY OF WEARING CLOTHES,data/american/speaker_03/american_s03_194.wav
THE FRUIT OF A FIG TREE IS APPLE SHAPED,data/american/speaker_03/american_s03_195.wav
CORN COBS CAN BE USED TO KINDLE A FIRE,data/american/speaker_03/american_s03_196.wav
WHERE WERE THEY WHEN THE NOISE STARTED,data/american/speaker_03/american_s03_197.wav
THE PAPER BOX IS FULL OF THUMB TACKS,data/american/speaker_03/american_s03_198.wav
SELL YOUR GIFT TO A BUYER AT A GOOD GAIN,data/american/speaker_03/american_s03_199.wav
THE TONGS LAY BESIDE THE ICE PAIL,data/american/speaker_03/american_s03_200.wav
THE PETALS FALL WITH THE NEXT PUFF OF WIND,data/american/speaker_03/american_s03_201.wav
BRING YOUR BEST COMPASS TO THE THIRD CLASS,data/american/speaker_03/american_s03_202.wav
THEY COULD LAUGH ALTHOUGH THEY WERE SAD,data/american/speaker_03/american_s03_203.wav
FARMERS CAME IN TO THRESH THE OAT CROP,data/american/speaker_03/american_s03_204.wav
THE BROWN HOUSE WAS ON FIRE TO THE ATTIC,data/american/speaker_03/american_s03_205.wav
THE LURE IS USED TO CATCH TROUT AND FLOUNDER,data/american/speaker_03/american_s03_206.wav
FLOAT THE SOAP ON TOP OF THE BATH WATER,data/american/speaker_03/american_s03_207.wav
A BLUE CRANE IS A TALL WADING BIRD,data/american/speaker_03/american_s03_208.wav
A FRESH START WILL WORK SUCH WONDERS,data/american/speaker_03/american_s03_209.wav
THE CLUB RENTED THE RINK FOR THE FIFTH NIGHT,data/american/speaker_03/american_s03_210.wav
AFTER THE DANCE,data/american/speaker_03/american_s03_211.wav
THEY WENT STRAIGHT HOME,data/american/speaker_03/american_s03_212.wav
THE HOST HAS TAUGHT THE NEW MAID TO SERVE,data/american/speaker_03/american_s03_213.wav
HE WROTE HIS LAST NOVEL THERE AT THE INN,data/american/speaker_03/american_s03_214.wav
EVEN THE WORST WILL BEAT HIS LOW SCORE,data/american/speaker_03/american_s03_215.wav
THE CEMENT HAD DRIED WHEN HE MOVED IT,data/american/speaker_03/american_s03_216.wav
THE LOSS OF THE SECOND SHIP WAS HARD TO TAKE,data/american/speaker_03/american_s03_217.wav
THE FLY MADE ITS WAY ALONG THE WALL,data/american/speaker_03/american_s03_218.wav
DO THAT WITH A WOODEN STICK,data/american/speaker_03/american_s03_219.wav
LIVE WIRES SHOULD BE KEPT COVERED,data/american/speaker_03/american_s03_220.wav
THE LARGE HOUSE HAD HOT WATER TAPS,data/american/speaker_03/american_s03_221.wav
IT IS HARD TO ERASE BLUE OR RED INK,data/american/speaker_03/american_s03_222.wav
WRITE AT ONCE OR YOU MAY FORGET IT,data/american/speaker_03/american_s03_223.wav
THE DOOR KNOB WAS MADE OF BRIGHT CLEAN BRASS,data/american/speaker_03/american_s03_224.wav
THE WRECK OCCURRED BY THE BANK ON MAIN STREET,data/american/speaker_03/american_s03_225.wav
A PENCIL WITH BLACK LEAD WRITES BEST,data/american/speaker_03/american_s03_226.wav
COAX IS A YOUNG CALF TO DRINK FROM A BUCKET,data/american/speaker_03/american_s03_227.wav
SCHOOLS FOR LADIES TEACH CHARM AND GRACE,data/american/speaker_03/american_s03_228.wav
THE LAMP SHONE WITH A STEADY GREEN FLAME,data/american/speaker_03/american_s03_229.wav
THEY TOOK THE AXE AND THE SAW OF THE FOREST,data/american/speaker_03/american_s03_230.wav
THE ANCIENT COIN WAS QUITE DULL AND WORN,data/american/speaker_03/american_s03_231.wav
THE SHAKY BARN FELL WITH A LOUD CRASH,data/american/speaker_03/american_s03_232.wav
JAZZ AND SWING FANS LIKE FAST MUSIC,data/american/speaker_03/american_s03_233.wav
RAKE THE RUBBISH UP AND THEN BURN IT,data/american/speaker_03/american_s03_234.wav
SLASH THE GOLD CLOTH INTO FINE RIBBONS,data/american/speaker_03/american_s03_235.wav
TRY TO HAVE THE COURT DECIDE THE CASE,data/american/speaker_03/american_s03_236.wav
THEY ARE PUSHED BACK EACH TIME THEY ATTACK,data/american/speaker_03/american_s03_237.wav
HE BROKE HIS TIES WITH GROUPS OF FORMER FRIENDS,data/american/speaker_03/american_s03_238.wav
THEY FLOATED ON THE RAFT TO SUN THEIR WHITE BACKS,data/american/speaker_03/american_s03_239.wav
THE MAP HAD AN X THAT MEANT NOTHING,data/american/speaker_03/american_s03_240.wav
WHITINGS ARE SMALL FISH CAUGHT IN NETS,data/american/speaker_03/american_s03_241.wav
SOME ADS SERVE TO CHEAT BUYERS,data/american/speaker_03/american_s03_242.wav
JERK THE ROPE IN THE BELL RINGS WEAKLY,data/american/speaker_03/american_s03_243.wav
A WAXED FLOOR MAKES US LOSE BALANCE,data/american/speaker_03/american_s03_244.wav
MADAM,data/american/speaker_03/american_s03_245.wav
THIS IS THE BEST BRAND OF CORN,data/american/speaker_03/american_s03_246.wav
ON THE ISLANDS THE SEA BREEZE IS SOFT AND MILD,data/american/speaker_03/american_s03_247.wav
THE PLAY BEGAN AS SOON AS WE SAT DOWN,data/american/speaker_03/american_s03_248.wav
THIS WILL LEAD THE WORLD TO MORE SOUND AND FURY,data/american/speaker_03/american_s03_249.wav
ADD SALT BEFORE YOU FRY THE EGG,data/american/speaker_03/american_s03_250.wav
THE RUSH FOR FUNDS REACHED ITS PEAK TUESDAY,data/american/speaker_03/american_s03_251.wav
THE BIRCH LOOKED STARK WHITE AND LONESOME,data/american/speaker_03/american_s03_252.wav
THE BOX IS HELD BY A BRIGHT RED SNAPPER,data/american/speaker_03/american_s03_253.wav
TO MAKE PURE ICE,data/american/speaker_03/american_s03_254.wav
YOU FREEZE WATER,data/american/speaker_03/american_s03_255.wav
THE FIRST WORM GETS SNAPPED EARLY,data/american/speaker_03/american_s03_256.wav
JUMP THE FENCE AND HURRY UP THE BANK,data/american/speaker_03/american_s03_257.wav
YELL AN CLAP AS THE CURTAIN SLIDES BACK,data/american/speaker_03/american_s03_258.wav
THEY ARE MEN WHO WALK THE MIDDLE OF THE ROAD,data/american/speaker_03/american_s03_259.wav
BOTH BROTHERS WERE THE SAME SIZE,data/american/speaker_03/american_s03_260.wav
IN SOME FORM OR OTHER WE NEED FUN,data/american/speaker_03/american_s03_261.wav
THE PRINCE ORDERED HIS HEAD CHOPPED OFF,data/american/speaker_03/american_s03_262.wav
THE HOUSES ARE BUILT OF RED CLAY BRICKS,data/american/speaker_03/american_s03_263.wav
DUCKS FLY NORTH BUT LACK A COMPASS,data/american/speaker_03/american_s03_264.wav
FRUIT FLAVORS ARE USED IN FIZZ DRINKS,data/american/speaker_03/american_s03_265.wav
THESE PILLS DO LESS GOOD THAN OTHERS,data/american/speaker_03/american_s03_266.wav
CANNED PEARS LACK FULL FLAVOR,data/american/speaker_03/american_s03_267.wav
THE DARK POT HUNG IN THE FRONT CLOSET,data/american/speaker_03/american_s03_268.wav
CARRY THE PAIL TO THE WALL AND SPILL IT THERE,data/american/speaker_03/american_s03_269.wav
THE TRAIN BROUGHT OUR HERO TO THE BIG TOWN,data/american/speaker_03/american_s03_270.wav
WE ARE SURE THAT ONE WAR IS ENOUGH,data/american/speaker_03/american_s03_271.wav
GREAT PAINTS STRETCHED FOR MILES AROUND,data/american/speaker_03/american_s03_272.wav
THE RUDE LAUGH FILLED THE EMPTY ROOM,data/american/speaker_03/american_s03_273.wav
HIGH SEATS ARE BEST FOR FOOTBALL FANS,data/american/speaker_03/american_s03_274.wav
TEA SERVED FROM THE BROWN JUG IS TASTY,data/american/speaker_03/american_s03_275.wav
A DASH OF PEPPER SPOILS BEEF STEW,data/american/speaker_03/american_s03_276.wav
A ZESTFUL FOOD IS THE HOT CROSS BUN,data/american/speaker_03/american_s03_277.wav
THE HORSE TROTTED AROUND THE FIELD AT A BRISK PACE,data/american/speaker_03/american_s03_278.wav
FIND THE TWIN WHO STOLE THE PEARL NECKLACE,data/american/speaker_03/american_s03_279.wav
CUT THE CORD THAT BINDS THE BOX TIGHTLY,data/american/speaker_03/american_s03_280.wav
